"","period","month","Month","day","year","plot","stake","treatment","species","sex","reprod","vagina","nipples","lactation","pregnant","testes","hfl","wgt","tag"
"2334",112,"7","Jul",1,1987,2,34,"control","DS","M",NA,NA,NA,NA,NA,"S",52,130,"6897"
"2335",114,"8","Aug",26,1987,4,71,"control","DS","M",NA,NA,NA,NA,NA,"S",51,144,"6995"
"2336",115,"9","Sept",27,1987,8,61,"control","DS","M",NA,NA,NA,NA,NA,"S",51,161,"7629"
"2337",116,"10","Oct",25,1987,9,27,"control","DS","M",NA,NA,NA,NA,NA,"R",54,160,"7629"
"2338",119,"2","Feb",22,1988,8,25,"control","DS","M",NA,NA,NA,NA,NA,"S",55,160,"7629"
"2339",119,"2","Feb",22,1988,4,27,"control","DS","M",NA,NA,NA,NA,NA,"S",55,136,"6995"
"2340",120,"3","Mar",21,1988,4,26,"control","DS","M",NA,NA,NA,NA,NA,"S",53,142,"6995"
"2341",121,"4","Apr",18,1988,8,24,"control","DS","M",NA,NA,NA,NA,NA,"R",54,150,"7629"
"2342",121,"4","Apr",19,1988,2,15,"control","DS","M",NA,NA,NA,NA,NA,"R",51,128,"7147"
"2343",125,"8","Aug",10,1988,8,36,"control","DS","M",NA,NA,NA,NA,NA,"S",54,157,"7629"
"2344",126,"9","Sept",12,1988,8,36,"control","DS","M",NA,NA,NA,NA,NA,"S",53,160,"7629"
"2345",127,"10","Oct",8,1988,22,45,"control","DS","M",NA,NA,NA,NA,NA,"S",51,127,"7221"
"2346",127,"10","Oct",9,1988,8,46,"control","DS","M",NA,NA,NA,NA,NA,"S",54,169,"7629"
"2347",128,"11","Nov",6,1988,8,45,"control","DS","M",NA,NA,NA,NA,NA,"S",51,166,"7629"
"2348",129,"12","Dec",14,1988,4,45,"control","DS","M",NA,NA,NA,NA,NA,"S",52,145,"6995"
"2349",130,"1","Jan",11,1989,8,25,"control","DS","M",NA,NA,NA,NA,NA,"R",54,159,"7629"
"2350",131,"2","Feb",5,1989,8,25,"control","DS","M",NA,NA,NA,NA,NA,"R",53,160,"7629"
"2351",132,"3","Mar",12,1989,22,57,"control","DS","M",NA,NA,NA,NA,NA,"S",52,135,"7221"
"2352",133,"4","Apr",1,1989,8,26,"control","DS","M",NA,NA,NA,NA,NA,"S",52,107,"8697"
"2353",133,"4","Apr",1,1989,4,37,"control","DS","M",NA,NA,NA,NA,NA,"S",53,146,"6995"
"2354",133,"4","Apr",2,1989,22,46,"control","DS","M",NA,NA,NA,NA,NA,"S",53,137,"7221"
"2355",134,"5","May",9,1989,22,46,"control","DS","M",NA,NA,NA,NA,NA,"S",54,134,"7221"
"2356",134,"5","May",11,1989,8,25,"control","DS","M",NA,NA,NA,NA,NA,"S",54,108,"8697"
"2357",135,"6","Jun",3,1989,22,56,"control","DS","M",NA,NA,NA,NA,NA,"S",54,130,"7221"
"2358",135,"6","Jun",4,1989,8,25,"control","DS","M",NA,NA,NA,NA,NA,"S",53,113,"8697"
"2359",136,"7","Jul",4,1989,8,25,"control","DS","M",NA,NA,NA,NA,NA,"S",NA,102,"8697"
"2360",139,"10","Oct",8,1989,4,71,"control","DS","M",NA,NA,NA,NA,NA,"S",54,126,"8697"
"2361",143,"1","Jan",30,1990,4,72,"control","DS","M",NA,NA,NA,NA,NA,"S",50,132,"8697"
"2362",145,"3","Mar",30,1990,4,62,"control","DS","M",NA,NA,NA,NA,NA,"R",50,126,"8697"
"2363",147,"5","May",25,1990,4,51,"control","DS","M",NA,NA,NA,NA,NA,"S",50,116,"8697"
"2364",148,"6","Jun",21,1990,22,37,"control","DS","M",NA,NA,NA,NA,NA,"S",50,128,"1137"
"2365",175,"8","Aug",30,1992,14,32,"control","DS","M",NA,NA,NA,NA,NA,"S",50,125,"2296"
"2366",176,"9","Sept",27,1992,14,33,"control","DS","M",NA,NA,NA,NA,NA,"R",49,120,"2295"
"2367",180,"2","Feb",26,1993,14,54,"control","DS","M",NA,NA,NA,NA,NA,"S",47,120,"2296"
"2368",198,"8","Aug",17,1994,22,36,"control","DS","M",NA,NA,NA,NA,NA,"S",50,111,"145916"
"2369",357,"2","Feb",10,2008,8,46,"control","DS","M",NA,NA,NA,NA,NA,"M",50,108,"5F4738"
"2370",358,"3","Mar",10,2008,8,62,"control","DS","M",NA,NA,NA,NA,NA,"M",51,110,"5F4738"
"2371",361,"6","Jun",8,2008,8,77,"control","DS","M",NA,NA,NA,NA,NA,"M",51,110,"5F4738"
"2372",363,"7","Jul",26,2008,22,51,"control","DS","M",NA,NA,NA,NA,NA,"S",49,120,"520665"
"2373",365,"9","Sept",27,2008,22,41,"control","DS","M",NA,NA,NA,NA,NA,"S",52,134,"520665"
"2374",366,"10","Oct",26,2008,22,51,"control","DS","M",NA,NA,NA,NA,NA,"S",51,138,"520665"
"2375",369,"1","Jan",25,2009,8,66,"control","DS","M",NA,NA,NA,NA,NA,"M",44,102,"756C4A"
"2376",370,"2","Feb",22,2009,14,61,"control","DS","M",NA,NA,NA,NA,NA,"R",48,130,"32732E"
"2377",463,"6","Jun",24,2017,11,21,"control","DS","M",NA,NA,NA,NA,NA,"S",52,119,"B1E759"
"2378",12,"6","Jun",8,1978,8,46,"control","DO","M",NA,NA,NA,NA,NA,"S",36,55,"4668"
"2379",19,"1","Jan",28,1979,11,27,"control","DO","M",NA,NA,NA,NA,NA,"S",34,52,"1577"
"2380",23,"5","May",30,1979,18,51,"control","DO","M",NA,NA,NA,NA,NA,"S",35,40,"1769"
"2381",24,"7","Jul",3,1979,17,63,"control","DO","M",NA,NA,NA,NA,NA,"S",33,38,"1786"
"2382",25,"7","Jul",25,1979,18,37,"control","DO","M",NA,NA,NA,NA,NA,"S",36,46,"2023"
"2383",26,"8","Aug",22,1979,17,65,"control","DO","M",NA,NA,NA,NA,NA,"S",34,45,"1786"
"2384",28,"10","Oct",24,1979,8,17,"control","DO","M",NA,NA,NA,NA,NA,"S",36,50,"2061"
"2385",31,"2","Feb",24,1980,18,45,"control","DO","M",NA,NA,NA,NA,NA,"S",34,44,"2242"
"2386",33,"4","Apr",17,1980,17,55,"control","DO","M",NA,NA,NA,NA,NA,"S",NA,49,"1786"
"2387",34,"5","May",17,1980,17,23,"control","DO","M",NA,NA,NA,NA,NA,"S",34,51,"1786"
"2388",36,"7","Jul",21,1980,17,54,"control","DO","M",NA,NA,NA,NA,NA,"S",36,49,"1786"
"2389",37,"8","Aug",13,1980,18,46,"control","DO","M",NA,NA,NA,NA,NA,"R",36,46,"2181"
"2390",38,"9","Sept",7,1980,17,62,"control","DO","M",NA,NA,NA,NA,NA,"S",35,52,"1786"
"2391",41,"12","Dec",15,1980,9,41,"control","DO","M",NA,NA,NA,NA,NA,"S",36,50,"2705"
"2392",43,"2","Feb",1,1981,9,15,"control","DO","M",NA,NA,NA,NA,NA,"S",35,52,"1786"
"2393",45,"5","May",4,1981,9,31,"control","DO","M",NA,NA,NA,NA,NA,"R",34,48,"2917"
"2394",55,"2","Feb",23,1982,6,31,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"3197"
"2395",57,"4","Apr",28,1982,20,74,"control","DO","M",NA,NA,NA,NA,NA,"S",34,49,"3220"
"2396",58,"5","May",22,1982,2,52,"control","DO","M",NA,NA,NA,NA,NA,"R",35,41,"3316"
"2397",60,"7","Jul",25,1982,2,61,"control","DO","M",NA,NA,NA,NA,NA,"S",NA,46,"3316"
"2398",61,"8","Aug",16,1982,8,46,"control","DO","M",NA,NA,NA,NA,NA,"S",37,50,"3644"
"2399",63,"11","Nov",21,1982,20,25,"control","DO","M",NA,NA,NA,NA,NA,"S",37,51,"3813"
"2400",63,"11","Nov",22,1982,9,16,"control","DO","M",NA,NA,NA,NA,NA,"R",35,47,"3921"
"2401",63,"11","Nov",22,1982,1,27,"control","DO","M",NA,NA,NA,NA,NA,"R",36,56,"3535"
"2402",63,"11","Nov",22,1982,12,37,"control","DO","M",NA,NA,NA,NA,NA,"S",35,48,"3997"
"2403",63,"11","Nov",22,1982,1,62,"control","DO","M",NA,NA,NA,NA,NA,"R",36,50,"3872"
"2404",64,"1","Jan",13,1983,9,17,"control","DO","M",NA,NA,NA,NA,NA,"S",36,44,"3921"
"2405",64,"1","Jan",13,1983,6,72,"control","DO","M",NA,NA,NA,NA,NA,"S",34,48,"3881"
"2406",65,"2","Feb",26,1983,11,27,"control","DO","M",NA,NA,NA,NA,NA,"S",37,53,"4976"
"2407",65,"2","Feb",27,1983,1,13,"control","DO","M",NA,NA,NA,NA,NA,"S",35,54,"3894"
"2408",65,"2","Feb",27,1983,20,17,"control","DO","M",NA,NA,NA,NA,NA,"S",37,53,"3813"
"2409",66,"3","Mar",14,1983,12,24,"control","DO","M",NA,NA,NA,NA,NA,"S",36,49,"3997"
"2410",66,"3","Mar",15,1983,9,11,"control","DO","M",NA,NA,NA,NA,NA,"S",35,53,"3885"
"2411",66,"3","Mar",15,1983,6,23,"control","DO","M",NA,NA,NA,NA,NA,"S",35,53,"3820"
"2412",66,"3","Mar",15,1983,6,62,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"3831"
"2413",67,"4","Apr",17,1983,9,25,"control","DO","M",NA,NA,NA,NA,NA,"S",36,55,"3919"
"2414",68,"5","May",14,1983,12,27,"control","DO","M",NA,NA,NA,NA,NA,"R",34,56,"5007"
"2415",70,"7","Jul",16,1983,20,25,"control","DO","M",NA,NA,NA,NA,NA,"S",34,47,"5217"
"2416",70,"7","Jul",17,1983,8,22,"control","DO","M",NA,NA,NA,NA,NA,"S",36,46,"5025"
"2417",70,"7","Jul",17,1983,8,62,"control","DO","M",NA,NA,NA,NA,NA,"S",37,48,"5026"
"2418",71,"8","Aug",16,1983,1,13,"control","DO","M",NA,NA,NA,NA,NA,"S",34,42,"5273"
"2419",72,"9","Sept",10,1983,20,15,"control","DO","M",NA,NA,NA,NA,NA,"S",34,49,"5217"
"2420",73,"10","Oct",15,1983,17,64,"control","DO","M",NA,NA,NA,NA,NA,"S",37,53,"3829"
"2421",74,"11","Nov",13,1983,9,34,"control","DO","M",NA,NA,NA,NA,NA,"R",36,49,"3919"
"2422",75,"12","Dec",9,1983,11,64,"control","DO","M",NA,NA,NA,NA,NA,"R",36,43,"5324"
"2423",76,"2","Feb",5,1984,9,24,"control","DO","M",NA,NA,NA,NA,NA,"R",36,53,"3919"
"2424",76,"2","Feb",5,1984,11,35,"control","DO","M",NA,NA,NA,NA,NA,"S",37,46,"5324"
"2425",76,"2","Feb",5,1984,8,63,"control","DO","M",NA,NA,NA,NA,NA,"S",36,51,"5332"
"2426",77,"3","Mar",12,1984,14,31,"control","DO","M",NA,NA,NA,NA,NA,"S",36,54,"5332"
"2427",77,"3","Mar",12,1984,14,46,"control","DO","M",NA,NA,NA,NA,NA,"S",36,54,"5842"
"2428",77,"3","Mar",13,1984,9,63,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"3919"
"2429",80,"7","Jul",3,1984,24,33,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",34,45,"5646"
"2430",81,"8","Aug",1,1984,8,11,"control","DO","M",NA,NA,NA,NA,NA,"S",35,52,"5432"
"2431",82,"8","Aug",26,1984,8,11,"control","DO","M",NA,NA,NA,NA,NA,"S",35,55,"5432"
"2432",83,"9","Sept",29,1984,18,23,"control","DO","M",NA,NA,NA,NA,NA,"S",35,54,"5639"
"2433",83,"9","Sept",29,1984,20,47,"control","DO","M",NA,NA,NA,NA,NA,"R",32,47,"5511"
"2434",86,"1","Jan",19,1985,6,12,"control","DO","M",NA,NA,NA,NA,NA,"S",35,48,"5576"
"2435",86,"1","Jan",19,1985,20,27,"control","DO","M",NA,NA,NA,NA,NA,"S",34,30,"5723"
"2436",86,"1","Jan",19,1985,6,37,"control","DO","M",NA,NA,NA,NA,NA,"S",35,44,"5734"
"2437",86,"1","Jan",19,1985,6,62,"control","DO","M",NA,NA,NA,NA,NA,"S",35,43,"5547"
"2438",86,"1","Jan",20,1985,8,33,"control","DO","M",NA,NA,NA,NA,NA,"S",35,43,"5531"
"2439",86,"1","Jan",20,1985,9,43,"control","DO","M",NA,NA,NA,NA,NA,"S",36,48,"5531"
"2440",86,"1","Jan",20,1985,9,67,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"5705"
"2441",87,"2","Feb",16,1985,6,73,"control","DO","M",NA,NA,NA,NA,NA,"S",37,43,"5750"
"2442",87,"2","Feb",17,1985,1,57,"control","DO","M",NA,NA,NA,NA,NA,"S",35,46,"5513"
"2443",88,"3","Mar",17,1985,8,14,"control","DO","M",NA,NA,NA,NA,NA,"S",35,48,"5531"
"2444",88,"3","Mar",17,1985,1,74,"control","DO","M",NA,NA,NA,NA,NA,"S",35,37,"5915"
"2445",89,"5","May",24,1985,4,11,"control","DO","M",NA,NA,NA,NA,NA,"S",34,47,"5590"
"2446",90,"6","Jun",15,1985,6,67,"control","DO","M",NA,NA,NA,NA,NA,"S",35,51,"5734"
"2447",91,"7","Jul",24,1985,1,13,"control","DO","M",NA,NA,NA,NA,NA,"S",38,45,"6149"
"2448",91,"7","Jul",24,1985,2,62,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"5518"
"2449",92,"8","Aug",19,1985,6,37,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"5734"
"2450",92,"8","Aug",19,1985,17,66,"control","DO","M",NA,NA,NA,NA,NA,"S",35,51,"5901"
"2451",92,"8","Aug",20,1985,4,11,"control","DO","M",NA,NA,NA,NA,NA,"S",33,51,"5590"
"2452",93,"9","Sept",21,1985,12,31,"control","DO","M",NA,NA,NA,NA,NA,"S",35,51,"6101"
"2453",94,"10","Oct",12,1985,6,35,"control","DO","M",NA,NA,NA,NA,NA,"S",37,39,"6269"
"2454",94,"10","Oct",12,1985,17,45,"control","DO","M",NA,NA,NA,NA,NA,"S",35,55,"5901"
"2455",94,"10","Oct",12,1985,17,62,"control","DO","M",NA,NA,NA,NA,NA,"R",35,50,"6059"
"2456",95,"11","Nov",16,1985,12,23,"control","DO","M",NA,NA,NA,NA,NA,"R",36,46,"6101"
"2457",95,"11","Nov",16,1985,17,53,"control","DO","M",NA,NA,NA,NA,NA,"R",37,50,"6059"
"2458",95,"11","Nov",16,1985,6,56,"control","DO","M",NA,NA,NA,NA,NA,"S",36,51,"5734"
"2459",95,"11","Nov",17,1985,5,32,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",37,54,"6719"
"2460",96,"12","Dec",7,1985,17,45,"control","DO","M",NA,NA,NA,NA,NA,"S",34,51,"5901"
"2461",96,"12","Dec",7,1985,17,63,"control","DO","M",NA,NA,NA,NA,NA,"S",35,51,"-1"
"2462",96,"12","Dec",8,1985,8,21,"control","DO","M",NA,NA,NA,NA,NA,"R",36,47,"-1"
"2463",96,"12","Dec",8,1985,4,23,"control","DO","M",NA,NA,NA,NA,NA,"S",35,54,"5590"
"2464",96,"12","Dec",8,1985,5,45,"spectabs","DO","M",NA,NA,NA,NA,NA,"R",35,50,"6220"
"2465",97,"3","Mar",8,1986,12,33,"control","DO","M",NA,NA,NA,NA,NA,"S",NA,49,"6758"
"2466",97,"3","Mar",8,1986,6,43,"control","DO","M",NA,NA,NA,NA,NA,"S",38,54,"6612"
"2467",97,"3","Mar",9,1986,4,14,"control","DO","M",NA,NA,NA,NA,NA,"S",35,52,"5590"
"2468",98,"4","Apr",12,1986,12,11,"control","DO","M",NA,NA,NA,NA,NA,"S",34,49,"6758"
"2469",98,"4","Apr",13,1986,5,17,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,58,"5576"
"2470",99,"5","May",11,1986,4,33,"control","DO","M",NA,NA,NA,NA,NA,"S",36,50,"6514"
"2471",102,"8","Aug",9,1986,6,71,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"6314"
"2472",104,"10","Oct",4,1986,6,35,"control","DO","M",NA,NA,NA,NA,NA,"S",37,54,"6314"
"2473",104,"10","Oct",5,1986,11,17,"control","DO","M",NA,NA,NA,NA,NA,"S",36,51,"6891"
"2474",105,"11","Nov",15,1986,6,66,"control","DO","M",NA,NA,NA,NA,NA,"S",36,54,"6314"
"2475",106,"12","Dec",15,1986,8,22,"control","DO","M",NA,NA,NA,NA,NA,"R",33,51,"6826"
"2476",106,"12","Dec",15,1986,5,47,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",36,54,"0"
"2477",106,"12","Dec",15,1986,5,52,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",37,56,"6678"
"2478",106,"12","Dec",15,1986,13,76,"control","DO","M",NA,NA,NA,NA,NA,"S",34,52,"6831"
"2479",107,"2","Feb",1,1987,9,31,"control","DO","M",NA,NA,NA,NA,NA,"R",34,43,"6954"
"2480",107,"2","Feb",1,1987,2,43,"control","DO","M",NA,NA,NA,NA,NA,"S",35,51,"6814"
"2481",108,"3","Mar",1,1987,20,16,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"6917"
"2482",108,"3","Mar",1,1987,20,35,"control","DO","M",NA,NA,NA,NA,NA,"S",33,55,"6842"
"2483",108,"3","Mar",1,1987,6,37,"control","DO","M",NA,NA,NA,NA,NA,"S",35,58,"6999"
"2484",108,"3","Mar",2,1987,9,12,"control","DO","M",NA,NA,NA,NA,NA,"S",37,46,"6954"
"2485",108,"3","Mar",2,1987,2,43,"control","DO","M",NA,NA,NA,NA,NA,"S",36,57,"6996"
"2486",108,"3","Mar",2,1987,5,73,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",37,57,"6678"
"2487",109,"4","Apr",4,1987,6,25,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"6999"
"2488",109,"4","Apr",6,1987,5,72,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",38,59,"6678"
"2489",109,"4","Apr",6,1987,2,74,"control","DO","M",NA,NA,NA,NA,NA,"S",35,52,"6814"
"2490",110,"4","Apr",25,1987,6,52,"control","DO","M",NA,NA,NA,NA,NA,"S",35,58,"6999"
"2491",110,"4","Apr",26,1987,8,45,"control","DO","M",NA,NA,NA,NA,NA,"S",35,58,"6826"
"2492",111,"5","May",29,1987,9,14,"control","DO","M",NA,NA,NA,NA,NA,"S",35,52,"7628"
"2493",111,"5","May",28,1987,14,63,"control","DO","M",NA,NA,NA,NA,NA,"S",34,44,"7549"
"2494",111,"5","May",29,1987,2,64,"control","DO","M",NA,NA,NA,NA,NA,"S",34,50,"6814"
"2495",112,"6","Jun",30,1987,6,42,"control","DO","M",NA,NA,NA,NA,NA,"S",38,55,"6314"
"2496",113,"7","Jul",25,1987,6,53,"control","DO","M",NA,NA,NA,NA,NA,"S",NA,56,"6314"
"2497",113,"7","Jul",26,1987,8,34,"control","DO","M",NA,NA,NA,NA,NA,"S",NA,55,"6826"
"2498",113,"7","Jul",26,1987,5,56,"spectabs","DO","M",NA,NA,NA,NA,NA,"R",NA,52,"7624"
"2499",114,"8","Aug",25,1987,17,61,"control","DO","M",NA,NA,NA,NA,NA,"S",36,54,"6579"
"2500",114,"8","Aug",25,1987,17,76,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"7538"
"2501",115,"9","Sept",26,1987,6,16,"control","DO","M",NA,NA,NA,NA,NA,"R",37,51,"7501"
"2502",115,"9","Sept",26,1987,17,31,"control","DO","M",NA,NA,NA,NA,NA,"S",36,51,"7073"
"2503",115,"9","Sept",26,1987,13,63,"control","DO","M",NA,NA,NA,NA,NA,"R",35,56,"6831"
"2504",115,"9","Sept",27,1987,2,53,"control","DO","M",NA,NA,NA,NA,NA,"S",37,51,"6814"
"2505",116,"10","Oct",24,1987,6,24,"control","DO","M",NA,NA,NA,NA,NA,"S",37,54,"7501"
"2506",117,"11","Nov",21,1987,6,13,"control","DO","M",NA,NA,NA,NA,NA,"R",35,51,"7501"
"2507",117,"11","Nov",21,1987,6,42,"control","DO","M",NA,NA,NA,NA,NA,"S",37,52,"6314"
"2508",117,"11","Nov",22,1987,5,11,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,53,"7624"
"2509",117,"11","Nov",22,1987,8,43,"control","DO","M",NA,NA,NA,NA,NA,"S",37,57,"6826"
"2510",118,"1","Jan",23,1988,6,27,"exclosure","DO","M",NA,NA,NA,NA,NA,"S",35,48,"7007"
"2511",118,"1","Jan",23,1988,6,42,"exclosure","DO","M",NA,NA,NA,NA,NA,"R",35,53,"7501"
"2512",119,"2","Feb",21,1988,17,12,"control","DO","M",NA,NA,NA,NA,NA,"S",37,57,"7073"
"2513",119,"2","Feb",21,1988,12,23,"control","DO","M",NA,NA,NA,NA,NA,"S",37,49,"7553"
"2514",119,"2","Feb",21,1988,20,34,"exclosure","DO","M",NA,NA,NA,NA,NA,"S",36,49,"7913"
"2515",119,"2","Feb",21,1988,12,42,"control","DO","M",NA,NA,NA,NA,NA,"S",37,58,"7145"
"2516",119,"2","Feb",21,1988,6,67,"exclosure","DO","M",NA,NA,NA,NA,NA,"S",36,48,"7766"
"2517",119,"2","Feb",21,1988,17,75,"control","DO","M",NA,NA,NA,NA,NA,"S",37,55,"7538"
"2518",119,"2","Feb",22,1988,9,16,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",37,54,"6982"
"2519",119,"2","Feb",22,1988,2,53,"control","DO","M",NA,NA,NA,NA,NA,"S",37,51,"6814"
"2520",121,"4","Apr",18,1988,17,61,"control","DO","M",NA,NA,NA,NA,NA,"S",36,54,"6579"
"2521",121,"4","Apr",18,1988,17,63,"control","DO","M",NA,NA,NA,NA,NA,"S",36,58,"7538"
"2522",122,"5","May",14,1988,17,52,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"7073"
"2523",122,"5","May",14,1988,17,75,"control","DO","M",NA,NA,NA,NA,NA,"S",34,59,"7538"
"2524",122,"5","May",15,1988,9,25,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",33,52,"7085"
"2525",122,"5","May",15,1988,2,44,"control","DO","M",NA,NA,NA,NA,NA,"S",36,51,"6814"
"2526",123,"6","Jun",12,1988,2,65,"control","DO","M",NA,NA,NA,NA,NA,"S",35,51,"6814"
"2527",125,"8","Aug",9,1988,17,12,"control","DO","M",NA,NA,NA,NA,NA,"S",37,58,"7235"
"2528",126,"9","Sept",11,1988,17,31,"control","DO","M",NA,NA,NA,NA,NA,"S",37,58,"7235"
"2529",128,"11","Nov",5,1988,1,72,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",53,45,"7326"
"2530",128,"11","Nov",6,1988,2,42,"control","DO","M",NA,NA,NA,NA,NA,"S",36,48,"7342"
"2531",129,"12","Dec",13,1988,12,27,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"7866"
"2532",129,"12","Dec",13,1988,17,37,"control","DO","M",NA,NA,NA,NA,NA,"S",36,57,"7235"
"2533",129,"12","Dec",14,1988,2,34,"control","DO","M",NA,NA,NA,NA,NA,"S",37,56,"7342"
"2534",129,"12","Dec",14,1988,2,53,"control","DO","M",NA,NA,NA,NA,NA,"S",31,52,"7414"
"2535",130,"1","Jan",10,1989,17,53,"control","DO","M",NA,NA,NA,NA,NA,"S",36,57,"7235"
"2536",130,"1","Jan",10,1989,1,72,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,59,"7454"
"2537",130,"1","Jan",11,1989,2,77,"control","DO","M",NA,NA,NA,NA,NA,"S",37,57,"7342"
"2538",131,"2","Feb",4,1989,12,67,"control","DO","M",NA,NA,NA,NA,NA,"S",36,51,"8848"
"2539",131,"2","Feb",4,1989,17,71,"control","DO","M",NA,NA,NA,NA,NA,"S",37,54,"7235"
"2540",132,"3","Mar",13,1989,17,63,"control","DO","M",NA,NA,NA,NA,NA,"S",36,60,"7235"
"2541",133,"4","Apr",1,1989,1,75,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,54,"8797"
"2542",134,"5","May",10,1989,17,53,"control","DO","M",NA,NA,NA,NA,NA,"S",37,56,"7235"
"2543",138,"9","Sept",3,1989,1,55,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",36,52,"8974"
"2544",138,"9","Sept",4,1989,9,15,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",36,50,"8625"
"2545",139,"10","Oct",8,1989,17,55,"control","DO","M",NA,NA,NA,NA,NA,"S",36,56,"8720"
"2546",139,"10","Oct",8,1989,14,72,"control","DO","M",NA,NA,NA,NA,NA,"S",36,53,"8976"
"2547",140,"11","Nov",4,1989,1,32,"spectabs","DO","M",NA,NA,NA,NA,NA,"R",37,52,"8974"
"2548",140,"11","Nov",5,1989,8,73,"control","DO","M",NA,NA,NA,NA,NA,"S",37,53,"1029"
"2549",141,"12","Dec",5,1989,2,45,"control","DO","M",NA,NA,NA,NA,NA,"S",36,62,"7342"
"2550",141,"12","Dec",5,1989,8,73,"control","DO","M",NA,NA,NA,NA,NA,"S",37,51,"1029"
"2551",142,"1","Jan",6,1990,17,77,"control","DO","M",NA,NA,NA,NA,NA,"S",36,49,"1167"
"2552",142,"1","Jan",7,1990,11,13,"control","DO","M",NA,NA,NA,NA,NA,"S",38,41,"1174"
"2553",143,"1","Jan",29,1990,12,65,"control","DO","M",NA,NA,NA,NA,NA,"S",37,55,"1075"
"2554",143,"1","Jan",30,1990,9,16,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",37,49,"8625"
"2555",143,"1","Jan",30,1990,11,17,"control","DO","M",NA,NA,NA,NA,NA,"S",38,58,"1188"
"2556",143,"1","Jan",30,1990,14,41,"control","DO","M",NA,NA,NA,NA,NA,"S",40,54,"8976"
"2557",144,"2","Feb",25,1990,9,56,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,46,"1175"
"2558",145,"3","Mar",29,1990,12,54,"control","DO","M",NA,NA,NA,NA,NA,"S",35,35,"1145"
"2559",145,"3","Mar",29,1990,17,65,"control","DO","M",NA,NA,NA,NA,NA,"S",37,56,"1080"
"2560",145,"3","Mar",30,1990,11,22,"control","DO","M",NA,NA,NA,NA,NA,"S",36,52,"1174"
"2561",145,"3","Mar",30,1990,11,35,"control","DO","M",NA,NA,NA,NA,NA,"S",37,45,"1258"
"2562",146,"4","Apr",24,1990,12,56,"control","DO","M",NA,NA,NA,NA,NA,"S",36,43,"1258"
"2563",146,"4","Apr",26,1990,14,71,"control","DO","M",NA,NA,NA,NA,NA,"S",37,52,"8976"
"2564",147,"5","May",23,1990,1,45,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,51,"1150"
"2565",147,"5","May",24,1990,2,43,"control","DO","M",NA,NA,NA,NA,NA,"S",37,58,"7342"
"2566",147,"5","May",25,1990,14,62,"control","DO","M",NA,NA,NA,NA,NA,"S",37,54,"8976"
"2567",148,"6","Jun",21,1990,1,55,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",36,53,"1251"
"2568",148,"6","Jun",22,1990,9,13,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",35,41,"1284"
"2569",148,"6","Jun",22,1990,14,62,"control","DO","M",NA,NA,NA,NA,NA,"S",37,53,"8976"
"2570",149,"7","Jul",22,1990,11,11,"control","DO","M",NA,NA,NA,NA,NA,"S",38,58,"1174"
"2571",150,"8","Aug",16,1990,17,41,"control","DO","M",NA,NA,NA,NA,NA,"S",37,60,"8875"
"2572",150,"8","Aug",16,1990,1,54,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",37,54,"1150"
"2573",150,"8","Aug",16,1990,17,76,"control","DO","M",NA,NA,NA,NA,NA,"S",37,47,"1349"
"2574",150,"8","Aug",17,1990,9,17,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",36,47,"1284"
"2575",151,"9","Sept",22,1990,1,64,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",NA,58,"1251"
"2576",152,"10","Oct",15,1990,1,33,"spectabs","DO","M",NA,NA,NA,NA,NA,"S",36,55,"1150"
